"depth_m";"date";"press_PSI";"Temp_degC";"cond_uS_cm";"spec_Cond_uS_cm";"DO_mg_L";"DOsat_%";"PAR";"pH";"Chla_ug_L";"turb_FTU"
30.917;2022-06-03 12:29:08;43.975;9.8452;325.912622;467.627;4.4634;39.452;0.09121;8.101;1.0289;1.61
30.951;2022-06-03 12:29:08;44.023;9.8393;325.791516;467.531;4.4691;39.497;0.091258;8.101;0.9374;1.392
30.98;2022-06-03 12:29:08;44.063;9.8316;325.730968;467.548;4.4716;39.512;0.091242;8.098;0.8382;1.316
31.007;2022-06-03 12:29:08;44.102;9.8244;325.761255;467.688;4.4662;39.457;0.091306;8.101;0.7543;1.297
31.028;2022-06-03 12:29:09;44.132;9.8185;325.730983;467.723;4.4625;39.42;0.09137;8.099;0.8153;1.343
31.051;2022-06-03 12:29:09;44.164;9.8123;325.609877;467.634;4.4655;39.44;0.091274;8.101;1.0823;1.749
31.08;2022-06-03 12:29:09;44.206;9.8051;325.609886;467.731;4.456;39.35;0.091274;8.101;0.8916;1.696
31.106;2022-06-03 12:29:09;44.243;9.7987;325.549337;467.729;4.4558;39.342;0.091242;8.099;0.7771;1.476
31.13;2022-06-03 12:29:10;44.278;9.7937;325.6099;467.884;4.4533;39.315;0.091338;8.096;0.6322;1.427
31.164;2022-06-03 12:29:10;44.326;9.7904;325.549348;467.84;4.4446;39.235;0.091258;8.097;0.6093;1.295
31.201;2022-06-03 12:29:10;44.378;9.787;325.458519;467.756;4.4494;39.274;0.091306;8.094;0.6322;1.562
31.23;2022-06-03 12:29:10;44.419;9.7822;325.397969;467.734;4.4552;39.322;0.091306;8.095;0.7237;1.444
31.249;2022-06-03 12:29:11;44.447;9.7751;325.458533;467.916;4.4535;39.3;0.091194;8.098;0.9984;1.427
31.266;2022-06-03 12:29:11;44.47;9.7665;325.367709;467.901;4.4552;39.307;0.091258;8.097;0.9297;1.484
31.291;2022-06-03 12:29:11;44.506;9.7594;325.397995;468.04;4.4616;39.356;0.091354;8.095;0.7543;1.352
31.321;2022-06-03 12:29:11;44.549;9.7541;325.337446;468.025;4.4624;39.359;0.091322;8.1;0.6551;1.381
31.359;2022-06-03 12:29:12;44.604;9.7497;325.307174;468.04;4.4581;39.316;0.09129;8.099;0.5635;1.417
31.408;2022-06-03 12:29:12;44.672;9.7476;325.398011;468.199;4.4542;39.28;0.09137;8.097;0.5101;1.701
31.446;2022-06-03 12:29:12;44.726;9.7464;325.276902;468.042;4.4562;39.297;0.091338;8.094;0.5101;1.673
31.465;2022-06-03 12:29:12;44.754;9.7417;325.276908;468.105;4.4529;39.263;0.09129;8.095;0.5101;1.562
31.471;2022-06-03 12:29:13;44.762;9.734;325.216361;468.121;4.4465;39.2;0.091322;8.095;0.4186;1.452
31.483;2022-06-03 12:29:13;44.779;9.728;325.216368;468.202;4.4458;39.188;0.091322;8.094;0.5635;1.429
31.511;2022-06-03 12:29:13;44.819;9.7251;325.216372;468.241;4.4336;39.078;0.091226;8.097;0.6017;1.476
31.552;2022-06-03 12:29:13;44.877;9.7231;325.125542;468.137;4.4242;38.993;0.091194;8.094;0.739;1.423
31.584;2022-06-03 12:29:14;44.923;9.7196;325.155825;468.228;4.4222;38.973;0.091274;8.094;0.7161;1.333
31.606;2022-06-03 12:29:14;44.955;9.7163;325.095274;468.185;4.4076;38.841;0.091322;8.097;0.6551;1.488
31.62;2022-06-03 12:29:14;44.975;9.7148;325.034721;468.118;4.3958;38.735;0.091338;8.095;0.6246;1.513
31.631;2022-06-03 12:29:14;44.99;9.713;325.125556;468.274;4.3881;38.666;0.09121;8.094;0.5788;1.549
31.649;2022-06-03 12:29:15;45.015;9.7115;325.09528;468.25;4.3842;38.63;0.091322;8.095;0.6017;1.438
31.674;2022-06-03 12:29:15;45.051;9.7098;325.095283;468.273;4.3866;38.649;0.091242;8.099;0.5711;1.381
31.703;2022-06-03 12:29:15;45.093;9.7083;325.065008;468.25;4.3827;38.614;0.091242;8.097;0.6246;1.509
31.728;2022-06-03 12:29:15;45.128;9.7052;325.034735;468.249;4.3765;38.556;0.091274;8.095;0.8382;1.421
31.74;2022-06-03 12:29:16;45.145;9.7026;324.943906;468.152;4.3758;38.548;0.09137;8.095;0.7771;1.316
31.751;2022-06-03 12:29:16;45.161;9.7009;325.004463;468.262;4.3826;38.606;0.091274;8.095;0.6474;1.287
31.774;2022-06-03 12:29:16;45.194;9.6987;324.943911;468.205;4.3825;38.603;0.091338;8.097;0.5483;1.341
31.804;2022-06-03 12:29:16;45.236;9.6961;324.883361;468.152;4.3781;38.562;0.091274;8.097;0.5101;1.341
31.838;2022-06-03 12:29:17;45.284;9.693;324.883365;468.195;4.3853;38.623;0.091274;8.095;0.4796;1.486
31.87;2022-06-03 12:29:17;45.33;9.6897;324.913646;468.283;4.3908;38.668;0.091274;8.096;0.3651;1.368
31.892;2022-06-03 12:29:17;45.361;9.6877;324.943926;468.353;4.4033;38.777;0.091242;8.097;0.3957;1.522
31.922;2022-06-03 12:29:17;45.403;9.6854;324.883375;468.297;4.4126;38.856;0.091162;8.097;0.4643;1.423
31.965;2022-06-03 12:29:18;45.465;9.6832;324.853102;468.283;4.4147;38.873;0.091306;8.099;0.4186;1.394
32.013;2022-06-03 12:29:18;45.534;9.681;324.822829;468.269;4.4167;38.889;0.091306;8.1;0.3575;1.486
32.046;2022-06-03 12:29:18;45.58;9.6786;324.822832;468.301;4.4324;39.024;0.091258;8.102;0.4109;1.595
32.072;2022-06-03 12:29:18;45.617;9.6759;324.762282;468.251;4.4297;38.998;0.091242;8.1;0.4643;1.461
32.09;2022-06-03 12:29:19;45.642;9.672;324.822841;468.391;4.4358;39.048;0.09129;8.097;0.3804;1.48
32.107;2022-06-03 12:29:19;45.667;9.6684;324.701737;468.265;4.4378;39.062;0.091322;8.098;0.4262;1.476
32.125;2022-06-03 12:29:19;45.692;9.6651;324.701741;468.31;4.4479;39.148;0.091274;8.101;0.4262;1.535
32.15;2022-06-03 12:29:19;45.728;9.6619;324.701745;468.353;4.4583;39.237;0.09129;8.101;0.4414;1.341
32.176;2022-06-03 12:29:20;45.765;9.6578;324.641197;468.321;4.4588;39.238;0.091306;8.099;0.3728;1.349
32.199;2022-06-03 12:29:20;45.798;9.654;324.701755;468.459;4.4571;39.219;0.09137;8.101;0.3194;1.263
32.22;2022-06-03 12:29:20;45.827;9.6512;324.580652;468.323;4.4569;39.214;0.091322;8.101;0.3423;1.291
32.244;2022-06-03 12:29:20;45.861;9.6466;324.610934;468.428;4.4621;39.256;0.091274;8.105;0.4796;1.385
32.275;2022-06-03 12:29:21;45.906;9.64;324.489836;468.344;4.4588;39.221;0.091274;8.098;0.5254;1.513
32.312;2022-06-03 12:29:21;45.959;9.6309;324.429294;468.38;4.4518;39.151;0.091194;8.101;0.4796;1.446
32.338;2022-06-03 12:29:21;45.995;9.6202;324.399029;468.48;4.4431;39.064;0.091322;8.102;0.4796;1.331
32.359;2022-06-03 12:29:21;46.026;9.6111;324.429316;468.647;4.4438;39.062;0.09137;8.101;0.4262;1.305
32.378;2022-06-03 12:29:22;46.052;9.6043;324.368771;468.651;4.4379;39.004;0.09129;8.107;0.678;1.265
32.398;2022-06-03 12:29:22;46.08;9.5995;324.308224;468.629;4.4245;38.881;0.091338;8.105;1.0976;1.175
32.426;2022-06-03 12:29:22;46.121;9.5953;324.247677;468.598;4.4154;38.798;0.09129;8.109;1.0137;1.345
32.45;2022-06-03 12:29:22;46.155;9.59;324.247683;468.67;4.4164;38.802;0.091258;8.105;0.8229;1.415
32.465;2022-06-03 12:29:23;46.176;9.5856;324.247688;468.73;4.4164;38.798;0.091258;8.109;0.6932;1.369
32.47;2022-06-03 12:29:23;46.183;9.5819;324.308245;468.868;4.4073;38.714;0.09129;8.11;0.6627;1.394
32.49;2022-06-03 12:29:23;46.212;9.5784;324.247697;468.827;4.4055;38.695;0.09121;8.112;0.5864;1.398
32.53;2022-06-03 12:29:23;46.268;9.5769;324.187147;468.761;4.4053;38.692;0.091322;8.111;0.6017;1.339
32.568;2022-06-03 12:29:24;46.322;9.5745;324.187151;468.792;4.4006;38.649;0.091338;8.114;0.7085;1.337
32.608;2022-06-03 12:29:24;46.38;9.5714;324.247708;468.923;4.4038;38.674;0.091338;8.114;0.6398;1.329
32.646;2022-06-03 12:29:24;46.434;9.5675;324.126609;468.8;4.3978;38.617;0.09129;8.115;0.533;1.425
32.666;2022-06-03 12:29:24;46.462;9.5586;324.066067;468.834;4.4008;38.636;0.091274;8.114;0.4643;1.402
32.67;2022-06-03 12:29:25;46.468;9.5476;324.035803;468.94;4.4051;38.664;0.09137;8.115;0.5025;1.598
32.674;2022-06-03 12:29:25;46.473;9.5403;324.03581;469.039;4.3986;38.6;0.091274;8.114;0.5635;1.341
32.678;2022-06-03 12:29:25;46.479;9.5373;324.06609;469.123;4.3934;38.552;0.091306;8.117;0.5177;1.333
32.69;2022-06-03 12:29:25;46.496;9.5362;324.096367;469.181;4.3906;38.526;0.09137;8.116;0.3957;1.246
32.712;2022-06-03 12:29:26;46.527;9.5359;324.035816;469.098;4.3816;38.446;0.091306;8.114;0.3346;1.497
32.735;2022-06-03 12:29:26;46.56;9.5342;324.066095;469.165;4.3677;38.323;0.091306;8.115;0.3499;1.369
32.759;2022-06-03 12:29:26;46.594;9.53;324.035824;469.178;4.3701;38.34;0.091226;8.116;0.3728;1.446
32.782;2022-06-03 12:29:26;46.627;9.5236;323.945004;469.134;4.3545;38.198;0.091306;8.115;0.3651;1.347
32.814;2022-06-03 12:29:27;46.673;9.5152;323.975289;469.291;4.3452;38.108;0.091258;8.112;0.3957;1.31
32.848;2022-06-03 12:29:27;46.721;9.5085;323.914746;469.295;4.3404;38.061;0.091322;8.119;0.5101;1.398
32.88;2022-06-03 12:29:27;46.766;9.5022;323.793651;469.205;4.3338;37.997;0.091306;8.11;0.5254;1.419
32.899;2022-06-03 12:29:27;46.793;9.4902;323.733114;469.281;4.3247;37.906;0.091338;8.112;0.4491;1.244
32.923;2022-06-03 12:29:28;46.827;9.4788;323.733126;469.435;4.313;37.793;0.091274;8.114;0.3804;1.408
32.96;2022-06-03 12:29:28;46.88;9.4705;323.702861;469.505;4.3076;37.738;0.091338;8.119;0.3957;1.448
32.996;2022-06-03 12:29:28;46.931;9.4625;323.672595;469.57;4.2988;37.654;0.091306;8.123;0.3957;1.514
33.022;2022-06-03 12:29:28;46.968;9.4559;323.612052;469.572;4.2949;37.615;0.091338;8.121;0.3041;1.513
33.056;2022-06-03 12:29:29;47.016;9.4522;323.672608;469.71;4.2834;37.511;0.091306;8.126;0.3423;1.35
33.097;2022-06-03 12:29:29;47.075;9.4492;323.581786;469.619;4.2716;37.404;0.091274;8.115;0.4033;1.415
33.13;2022-06-03 12:29:29;47.122;9.4458;323.612066;469.71;4.2587;37.288;0.091242;8.126;0.3957;1.354
33.156;2022-06-03 12:29:29;47.159;9.4427;323.61207;469.752;4.255;37.253;0.09137;8.119;0.3346;1.249
33.176;2022-06-03 12:29:30;47.187;9.4403;323.581798;469.741;4.2417;37.135;0.091338;8.121;0.3804;1.383
33.195;2022-06-03 12:29:30;47.215;9.4368;323.581802;469.789;4.2343;37.066;0.091338;8.117;0.3346;1.48
33.229;2022-06-03 12:29:30;47.263;9.4336;323.581807;469.833;4.2197;36.937;0.091338;8.121;0.3804;1.442
33.266;2022-06-03 12:29:30;47.316;9.4304;323.521261;469.788;4.2131;36.875;0.091274;8.125;0.3194;1.453
33.293;2022-06-03 12:29:31;47.353;9.4259;323.490992;469.805;4.2117;36.859;0.09137;8.124;0.3423;1.469
33.313;2022-06-03 12:29:31;47.383;9.4214;323.521272;469.911;4.2075;36.818;0.091274;8.123;0.3499;1.425
33.325;2022-06-03 12:29:31;47.4;9.4165;323.460727;469.89;4.2071;36.811;0.091146;8.123;0.4033;1.358
33.343;2022-06-03 12:29:31;47.425;9.4139;323.430456;469.882;4.2067;36.805;0.091306;8.131;0.472;1.312
33.368;2022-06-03 12:29:32;47.46;9.4125;323.460733;469.945;4.2029;36.771;0.09121;8.126;0.4643;1.541
33.403;2022-06-03 12:29:32;47.51;9.4106;323.460736;469.97;4.1962;36.711;0.091306;8.124;0.3957;1.287
33.433;2022-06-03 12:29:32;47.553;9.4087;323.400189;469.909;4.1965;36.711;0.091306;8.129;0.4491;1.358
33.456;2022-06-03 12:29:32;47.586;9.4067;323.400192;469.937;4.1968;36.712;0.091306;8.125;0.3728;1.373
33.467;2022-06-03 12:29:33;47.602;9.4033;323.400196;469.982;4.1901;36.65;0.09121;8.127;0.5101;1.28
33.485;2022-06-03 12:29:33;47.626;9.3998;323.4002;470.03;4.1879;36.628;0.091226;8.127;0.4949;1.232
33.511;2022-06-03 12:29:33;47.664;9.3976;323.339653;469.972;4.1823;36.577;0.09137;8.127;0.533;1.308
33.549;2022-06-03 12:29:33;47.718;9.3953;323.339657;470.004;4.1838;36.588;0.091274;8.129;0.5406;1.383
33.583;2022-06-03 12:29:34;47.766;9.3918;323.339662;470.051;4.182;36.57;0.091306;8.13;0.4262;1.369
33.604;2022-06-03 12:29:34;47.796;9.3882;323.279116;470.013;4.1761;36.515;0.091306;8.132;0.4643;1.324
33.612;2022-06-03 12:29:34;47.808;9.3844;323.279121;470.064;4.1635;36.402;0.091242;8.125;0.472;1.362
33.618;2022-06-03 12:29:34;47.816;9.3806;323.279125;470.117;4.157;36.341;0.091178;8.13;0.388;1.408
33.636;2022-06-03 12:29:35;47.842;9.3786;323.339677;470.232;4.1578;36.347;0.091306;8.136;0.5254;1.244
33.678;2022-06-03 12:29:35;47.901;9.3778;323.27913;470.155;4.1565;36.334;0.091274;8.135;0.5025;1.301
33.721;2022-06-03 12:29:35;47.962;9.3758;323.339683;470.271;4.1544;36.315;0.09137;8.126;0.4643;1.419
33.764;2022-06-03 12:29:35;48.024;9.3727;323.09749;469.961;4.1519;36.29;0.091306;8.139;0.4872;1.326
33.793;2022-06-03 12:29:36;48.064;9.3647;322.976402;469.893;4.1551;36.311;0.09121;8.131;0.4414;1.469
33.81;2022-06-03 12:29:36;48.089;9.349;322.946144;470.065;4.156;36.305;0.091354;8.136;0.4643;1.345
33.832;2022-06-03 12:29:36;48.12;9.3325;323.006711;470.379;4.1511;36.248;0.09129;8.138;0.3804;1.411
33.865;2022-06-03 12:29:36;48.167;9.3224;323.006723;470.517;4.1433;36.171;0.09121;8.137;0.4643;1.484
33.894;2022-06-03 12:29:37;48.209;9.3161;323.037004;470.648;4.1398;36.136;0.091274;8.137;0.4643;1.452
33.915;2022-06-03 12:29:37;48.238;9.3112;323.067285;470.759;4.1279;36.028;0.091274;8.143;0.4949;1.266
33.934;2022-06-03 12:29:37;48.266;9.3098;323.006738;470.69;4.1197;35.955;0.09121;8.138;0.4949;1.179
33.948;2022-06-03 12:29:37;48.285;9.3096;323.037013;470.737;4.1146;35.91;0.091322;8.14;0.4567;1.282
33.966;2022-06-03 12:29:38;48.311;9.3084;323.00674;470.709;4.104;35.817;0.091274;8.132;0.5101;1.366
33.991;2022-06-03 12:29:38;48.347;9.3065;323.006743;470.735;4.0873;35.669;0.091258;8.141;0.4949;1.289
34.022;2022-06-03 12:29:38;48.39;9.3043;323.006746;470.765;4.0772;35.579;0.091322;8.133;0.533;1.333
34.058;2022-06-03 12:29:38;48.442;9.3022;322.946201;470.706;4.074;35.55;0.091338;8.134;0.5101;1.326
34.088;2022-06-03 12:29:39;48.485;9.2986;322.885657;470.667;4.0615;35.437;0.091338;8.131;0.5025;1.31
34.116;2022-06-03 12:29:39;48.524;9.2916;322.946214;470.852;4.06;35.418;0.091338;8.126;0.5483;1.15
34.146;2022-06-03 12:29:39;48.567;9.2791;322.794857;470.803;4.0493;35.314;0.091338;8.133;0.4872;1.152
34.179;2022-06-03 12:29:39;48.614;9.2662;322.885694;471.113;4.043;35.248;0.091338;8.137;0.5101;1.244
34.216;2022-06-03 12:29:40;48.667;9.2583;322.825155;471.132;4.0287;35.117;0.091178;8.133;0.4491;1.293
34.252;2022-06-03 12:29:40;48.718;9.2535;322.825161;471.198;4.0251;35.082;0.091226;8.129;0.4796;1.249
34.288;2022-06-03 12:29:40;48.769;9.2459;322.794896;471.259;4.0221;35.05;0.091178;8.131;0.4567;1.444
34.316;2022-06-03 12:29:40;48.81;9.2351;322.764635;471.364;4.0096;34.931;0.091354;8.128;0.4567;1.419
34.335;2022-06-03 12:29:41;48.836;9.2278;322.764643;471.465;3.9963;34.81;0.091274;8.125;0.4491;1.389
34.344;2022-06-03 12:29:41;48.848;9.2243;322.734373;471.468;3.9938;34.785;0.091274;8.128;0.472;1.408
34.353;2022-06-03 12:29:41;48.861;9.223;322.764648;471.531;3.9772;34.639;0.091242;8.119;0.3804;1.331
34.373;2022-06-03 12:29:41;48.89;9.2219;322.76465;471.546;3.9641;34.524;0.09137;8.121;0.4643;1.305
34.408;2022-06-03 12:29:42;48.94;9.2211;322.794926;471.601;3.9564;34.457;0.09121;8.128;0.4491;1.516
34.451;2022-06-03 12:29:42;49;9.2193;322.764655;471.581;3.9436;34.344;0.091242;8.121;0.678;1.387
34.482;2022-06-03 12:29:42;49.046;9.2176;322.885754;471.782;3.9321;34.242;0.091258;8.118;0.5864;1.368
34.504;2022-06-03 12:29:42;49.077;9.2169;322.885756;471.791;3.9211;34.146;0.09121;8.116;0.533;1.326
34.534;2022-06-03 12:29:43;49.118;9.215;322.946307;471.906;3.9172;34.11;0.091402;8.117;0.5177;1.293
34.566;2022-06-03 12:29:43;49.165;9.2137;322.946309;471.925;3.8935;33.903;0.091258;8.118;0.5025;1.377
34.593;2022-06-03 12:29:43;49.202;9.2125;322.946311;471.941;3.9006;33.964;0.091194;8.111;0.6093;1.534
34.611;2022-06-03 12:29:43;49.229;9.211;322.946313;471.961;3.8894;33.865;0.091274;8.118;0.5788;1.518
34.635;2022-06-03 12:29:44;49.263;9.2101;322.946315;471.974;3.8895;33.865;0.091194;8.118;0.4949;1.553
34.676;2022-06-03 12:29:44;49.32;9.2086;323.006867;472.084;3.8836;33.812;0.091258;8.111;0.4262;1.694
34.721;2022-06-03 12:29:44;49.386;9.2065;322.885773;471.935;3.8699;33.692;0.091354;8.121;0.3957;1.81
34.771;2022-06-03 12:29:44;49.455;9.201;322.673862;471.702;3.8591;33.593;0.091306;8.122;0.4567;1.659
34.822;2022-06-03 12:29:45;49.528;9.1782;322.492245;471.751;3.8609;33.59;0.091306;8.119;0.4109;1.753
34.871;2022-06-03 12:29:45;49.598;9.139;322.583109;472.425;3.8481;33.448;0.09137;8.105;0.4796;1.848
34.909;2022-06-03 12:29:45;49.653;9.0978;322.522606;472.908;3.8317;33.272;0.091306;8.107;0.4643;1.911
34.934;2022-06-03 12:29:45;49.688;9.0632;322.431822;473.255;3.8196;33.14;0.091306;8.107;0.388;1.789
34.957;2022-06-03 12:29:46;49.721;9.0383;322.371302;473.511;3.8078;33.017;0.091338;8.105;0.3575;1.751
34.988;2022-06-03 12:29:46;49.764;9.0235;322.371318;473.718;3.7897;32.849;0.091306;8.112;0.4414;1.73
35.032;2022-06-03 12:29:46;49.827;9.014;322.431877;473.939;3.7767;32.729;0.091226;8.106;0.4949;1.741
35.075;2022-06-03 12:29:46;49.889;9.0069;322.492433;474.127;3.75;32.492;0.091338;8.101;0.4491;1.713
35.116;2022-06-03 12:29:47;49.946;9.0055;322.492435;474.147;3.7173;32.208;0.091306;8.103;0.4491;1.625
35.135;2022-06-03 12:29:47;49.974;9.0016;322.522714;474.245;3.689;31.959;0.091338;8.102;0.4109;1.608
35.146;2022-06-03 12:29:47;49.99;8.9969;322.492445;474.266;3.6496;31.615;0.091258;8.097;0.5254;1.463
35.161;2022-06-03 12:29:47;50.011;8.9937;322.492449;474.311;3.6167;31.327;0.091258;8.099;0.4796;1.555
35.182;2022-06-03 12:29:48;50.041;8.9921;322.431904;474.244;3.5779;30.99;0.091306;8.096;0.4643;1.619
35.217;2022-06-03 12:29:48;50.09;8.9904;322.492454;474.357;3.5444;30.698;0.091258;8.096;0.4949;1.577
35.259;2022-06-03 12:29:48;50.149;8.9868;322.553006;474.497;3.5246;30.524;0.091354;8.099;0.472;1.543
35.304;2022-06-03 12:29:48;50.215;8.9836;322.492464;474.453;3.4995;30.304;0.091338;8.093;0.4949;1.339
35.342;2022-06-03 12:29:49;50.267;8.9809;322.431921;474.401;3.4819;30.15;0.091242;8.088;0.3804;1.335
35.372;2022-06-03 12:29:49;50.311;8.9751;322.431928;474.482;3.4771;30.105;0.091258;8.095;0.4414;1.352
35.4;2022-06-03 12:29:49;50.351;8.964;322.371393;474.547;3.4658;29.999;0.091434;8.094;0.5711;1.425
35.426;2022-06-03 12:29:49;50.387;8.9461;322.43196;474.887;3.4551;29.893;0.091258;8.09;0.6169;1.614
35.442;2022-06-03 12:29:50;50.41;8.9237;322.371437;475.112;3.4482;29.818;0.091274;8.088;0.5788;1.322
35.462;2022-06-03 12:29:50;50.438;8.9027;322.432006;475.496;3.4432;29.76;0.091306;8.093;0.5101;1.358
35.488;2022-06-03 12:29:50;50.476;8.8864;322.371477;475.635;3.4367;29.691;0.091242;8.093;0.4491;1.404
35.526;2022-06-03 12:29:50;50.53;8.8734;322.432039;475.907;3.4219;29.555;0.091338;8.091;0.4643;1.354
35.565;2022-06-03 12:29:51;50.586;8.8607;322.371506;475.996;3.4136;29.474;0.09137;8.092;0.4338;1.518
35.592;2022-06-03 12:29:51;50.623;8.8485;322.432067;476.258;3.3952;29.307;0.091338;8.097;0.4414;1.408
35.607;2022-06-03 12:29:51;50.645;8.8324;322.371537;476.394;3.3759;29.129;0.09129;8.096;0.3804;1.53
35.621;2022-06-03 12:29:51;50.665;8.8156;322.371555;476.631;3.3509;28.902;0.09129;8.086;0.3651;1.488
35.646;2022-06-03 12:29:52;50.701;8.8048;322.371567;476.783;3.3237;28.66;0.09137;8.091;0.4109;1.68
35.673;2022-06-03 12:29:52;50.739;8.7978;322.371576;476.882;3.2974;28.427;0.091338;8.088;0.3728;1.675
35.706;2022-06-03 12:29:52;50.786;8.7909;322.371584;476.979;3.2619;28.117;0.091306;8.086;0.3804;1.606
35.743;2022-06-03 12:29:52;50.839;8.7852;322.371591;477.061;3.2331;27.865;0.091322;8.09;0.3499;1.556
35.787;2022-06-03 12:29:53;50.901;8.7812;322.371596;477.117;3.1991;27.569;0.091354;8.093;0.5635;1.631
35.82;2022-06-03 12:29:53;50.948;8.777;322.371602;477.176;3.1713;27.327;0.091338;8.094;0.6551;1.667
35.852;2022-06-03 12:29:53;50.994;8.7744;322.311059;477.123;3.1458;27.106;0.091306;8.092;0.7848;1.663
35.887;2022-06-03 12:29:53;51.044;8.7706;322.311064;477.177;3.1245;26.919;0.091338;8.092;0.6551;1.81
35.928;2022-06-03 12:29:54;51.101;8.7646;322.311071;477.261;3.1015;26.718;0.091306;8.093;0.5559;1.785
35.966;2022-06-03 12:29:54;51.156;8.7557;322.341355;477.432;3.0864;26.581;0.09129;8.09;0.5101;1.713
35.992;2022-06-03 12:29:54;51.193;8.7455;322.37164;477.622;3.0706;26.439;0.091258;8.082;0.5406;1.583
36.014;2022-06-03 12:29:54;51.224;8.7318;322.371655;477.816;3.0594;26.334;0.091306;8.089;0.5101;1.61
36.035;2022-06-03 12:29:55;51.253;8.7147;322.371674;478.058;3.0402;26.158;0.091258;8.086;0.5254;1.656
36.059;2022-06-03 12:29:55;51.288;8.7009;322.311142;478.163;3.0291;26.054;0.09121;8.085;0.7161;1.541
36.085;2022-06-03 12:29:55;51.325;8.6907;322.311153;478.309;3.0251;26.013;0.091354;8.084;0.6932;1.677
36.106;2022-06-03 12:29:55;51.354;8.6845;322.341434;478.441;3.004;25.828;0.091306;8.088;0.4796;1.595
36.127;2022-06-03 12:29:56;51.385;8.6821;322.311164;478.431;2.9948;25.747;0.091338;8.077;0.4262;1.696
36.16;2022-06-03 12:29:56;51.432;8.6813;322.311166;478.443;2.978;25.602;0.091338;8.084;0.4643;1.661
36.198;2022-06-03 12:29:56;51.486;8.68;322.311168;478.46;2.9501;25.362;0.091386;8.076;0.4643;1.497
36.243;2022-06-03 12:29:56;51.55;8.6776;322.341445;478.539;2.9304;25.19;0.09129;8.075;0.4262;1.678
36.291;2022-06-03 12:29:57;51.618;8.6734;322.250631;478.465;2.9163;25.067;0.091178;8.072;0.4338;1.68
36.326;2022-06-03 12:29:57;51.668;8.6681;322.311184;478.63;2.8948;24.879;0.091386;8.07;0.4033;1.627
36.348;2022-06-03 12:29:57;51.699;8.6619;322.341465;478.763;2.8822;24.767;0.091306;8.072;0.3499;1.656
36.364;2022-06-03 12:29:57;51.722;8.6566;322.311198;478.794;2.8693;24.653;0.09129;8.069;0.4109;1.564
36.388;2022-06-03 12:29:58;51.756;8.6532;322.250655;478.753;2.8614;24.583;0.091338;8.068;0.3499;1.455
36.423;2022-06-03 12:29:58;51.806;8.6511;322.311205;478.871;2.8594;24.564;0.091402;8.062;0.4414;1.534
36.46;2022-06-03 12:29:58;51.859;8.6499;322.341481;478.934;2.8573;24.546;0.091274;8.07;0.3957;1.469
36.491;2022-06-03 12:29:58;51.902;8.6474;322.371758;479.015;2.8293;24.304;0.091274;8.068;0.3957;1.526
36.519;2022-06-03 12:29:59;51.943;8.6427;322.25067;478.901;2.8467;24.451;0.09137;8.059;0.3728;1.421
36.536;2022-06-03 12:29:59;51.966;8.6368;322.341497;479.12;2.8154;24.178;0.09129;8.068;0.3651;1.52
36.547;2022-06-03 12:29:59;51.982;8.6318;322.311229;479.146;2.8084;24.115;0.091322;8.063;0.3804;1.738
36.563;2022-06-03 12:29:59;52.005;8.6261;322.371782;479.319;2.7919;23.97;0.091386;8.058;0.3804;1.724
36.595;2022-06-03 12:30:00;52.05;8.6212;322.371789;479.388;2.8002;24.039;0.091274;8.062;0.4109;1.677
36.636;2022-06-03 12:30:00;52.109;8.6162;322.432342;479.549;2.7896;23.945;0.09129;8.057;0.4109;1.574
36.675;2022-06-03 12:30:00;52.165;8.6069;322.432353;479.682;2.7779;23.839;0.091226;8.064;0.533;1.541
36.713;2022-06-03 12:30:00;52.218;8.5948;322.432367;479.854;2.7677;23.744;0.091306;8.059;0.4643;1.553
36.746;2022-06-03 12:30:01;52.266;8.5806;322.432383;480.057;2.7595;23.666;0.091274;8.054;0.5559;1.6
36.779;2022-06-03 12:30:01;52.312;8.5691;322.371849;480.132;2.7478;23.559;0.091354;8.048;0.4949;1.688
36.805;2022-06-03 12:30:01;52.35;8.5586;322.432408;480.373;2.7372;23.462;0.091354;8.048;0.4567;1.553
36.826;2022-06-03 12:30:01;52.379;8.548;322.492967;480.615;2.7204;23.313;0.09129;8.053;0.3957;1.562
36.846;2022-06-03 12:30:02;52.407;8.539;322.432429;480.654;2.695;23.089;0.091338;8.05;0.4186;1.791
36.87;2022-06-03 12:30:02;52.441;8.5327;322.492984;480.834;2.6805;22.962;0.091322;8.048;0.6093;1.595
36.905;2022-06-03 12:30:02;52.491;8.5265;322.432444;480.833;2.6571;22.758;0.091338;8.047;0.6246;1.728
36.941;2022-06-03 12:30:02;52.542;8.5186;322.523275;481.082;2.6333;22.55;0.091306;8.048;0.6398;1.602
36.978;2022-06-03 12:30:03;52.595;8.5085;322.583834;481.318;2.6034;22.288;0.091338;8.044;0.6169;1.591
37.013;2022-06-03 12:30:03;52.645;8.4997;322.583844;481.443;2.5858;22.133;0.09129;8.048;0.6017;1.623
37.039;2022-06-03 12:30:03;52.682;8.4893;322.583856;481.592;2.5605;21.911;0.091274;8.043;0.5101;1.61
37.052;2022-06-03 12:30:03;52.7;8.4815;322.583864;481.706;2.5366;21.702;0.091274;8.035;0.4643;1.627
37.068;2022-06-03 12:30:04;52.724;8.477;322.583869;481.769;2.5191;21.55;0.091274;8.035;0.5101;1.707
